,text,label
8104,"Cefixime (As Trihydrate), Film-Coated Tablet, Antibacterial (Cephalosporin)",Prescription Drug (RX)
8105,"Cefixime (As Trihydrate), Film-Coated Tablet, Antibacterial (Cephalosporin)",Prescription Drug (RX)
8106,"Cefixime (as Trihydrate), Film-Coated Tablet, Antibacterial (Cephalosporin)",Prescription Drug (RX)
8107,"Clarithromycin, Film Coated Tablet, Antibacterial (Macrolide)",Prescription Drug (RX)
8108,"Clarithromycin, Film-Coated Tablet, Antibacterial (Macrolides)",Prescription Drug (RX)
8109,"Metformin Hydrochloride, Film-Coated Tablet, -",Prescription Drug (RX)
8110,"Metformin Hydrochloride, Film-Coated Tablet, -",Prescription Drug (RX)
8111,"Metformin Hydrochloride, Film-Coated Tablet, -",Prescription Drug (RX)
8112,"Tacrolimus Monohydrate, Capsule, Immunosuppressant",Prescription Drug (RX)
8113,"Etoricoxib, Film-Coated Tablet, Selective COX-2 Inhibitor",Prescription Drug (Rx)
8114,"Etoricoxib, Film-Coated Tablet, Selective COX-2 Inhibitor",Prescription Drug (Rx)
8115,"Etoricoxib, Film-Coated Tablet, Selective COX-2 Inhibitor",Prescription Drug (RX)
8116,"Hyoscine-N-Butylbromide, Solution For Injection, Anticholinergics",Prescription Drug (RX)
8117,"Hyoscine-N-Butylbromide, Solution For Injection (IM/IV/SC), Anticholinergic",Prescription Drug (Rx)
8118,"Hyoscine-N-Butylbromide, Sterile Solution For Injection, Anticholinergic",Prescription Drug (RX)
8119,"Tacrolimus Monohydrate, Capsule, Immunosuppressant",Prescription Drug (RX)
8120,"Amoxicillin (as trihydrate), Capsule, Antibacterial (Penicillin)",Prescription Drug (Rx)
8121,"Amoxicillin (As Trihydrate), Capsule, Antibacterial (Penicillin)",Prescription Drug (RX)
8122,"Amoxicillin (As Trihydrate), Capsule, Antibacterial (Penicillin)",Prescription Drug (RX)
8123,"Amoxicillin (As Trihydrate), Capsule, Antibacterial (Penicillin)",Prescription Drug (RX)
8124,"Ranitidine (As Hydrochloride), Solution For Injection, H2 Receptor Antagonist",Prescription Drug (RX)
8125,"Ranitidine (as hydrochloride), Solution For Injection, H2 Receptor Antagonist",Prescription Drug (RX)
8126,"Ondansetron (As Hydrochloride), Solution For Injection, Serotonin (5HT3) Antagonist",Prescription Drug (RX)
8127,"Dextromethorphan Hydrobromide, Syrup, Cough Suppressant",Over-The-Counter (OTC)
8128,"Dextromethorphan Hydrobromide, Syrup, Cough Suppressant",Over-The-Counter (OTC)
8129,"Sodium Fusidate, Cream, Antibacterial (Other Antibiotics for Topical Use)",Prescription Drug (RX)
8130,"Tranexamic Acid, Solution For Injection, Antifibrinolytic",Prescription Drug (RX)
8131,"Dobutamine (As Hydrochloride), Solution For Injection (Iv), Adrenergic and Dopaminergic Agent",Prescription Drug (RX)
8132,"Fentanyl, Transdermal Patch, Opioid Analgesic",Prescription Drug (RX)
8133,"Glimepiride, Tablet, Sulfonylurea",Prescription Drug (RX)
8134,"Glimepiride, Tablet, Sulfonylurea",Prescription Drug (RX)
8135,"Cimetidine, Tablet, H2 - Receptor Antagonist",Prescription Drug (RX)
8136,"Cimetidine, Tablet, H2 - Receptor Antagonist",Prescription Drug (RX)
8137,"Cetirizine Hydrochloride, Syrup, Antihistamine",Over-The-Counter (OTC)
8138,"Ursodeoxycholic Acid, Tablet, -",Prescription Drug (RX)
8139,"Ursodeoxycholic Acid, Tablet, -",Prescription Drug (RX)
8140,"Fentanyl, Transdermal Patch, Opioid Analgesic",Prescription Drug (RX)
8141,"Fentanyl, Transdermal Patch, Opioid Analgesic",Prescription Drug (RX)
8142,"Fentanyl, Transdermal Patch, Opioid Analgesic",Prescription Drug (RX)
8143,"Fentanyl, Transdermal Patch, Opioid Analgesic",Prescription Drug (RX)
8144,"Irinotecan Hydrochloride, Solution For Injection (Iv), Solution for Injection (IV)",Prescription Drug (RX)
8145,"Irinotecan Hydrochloride, Solution for Injection (IV), Anti-neoplastic (cell cycle-specific agent)",Prescription Drug (RX)
8146,"Esomeprazole (As Sodium), Enteric-Coated Tablet, Proton Pump Inhibitor",Over-The-Counter (OTC)
8147,"Tramadol Hydrochloride, Solution for Injection (IM/IV), OPOID ANALGESICS",Prescription Drug (Rx)
8148,"Tramadol hydrochloride, Solution for Injection (IM/IV), OPOID ANALGESICS",Prescription Drug (Rx)
8149,"Cloxacillin, Powder For Oral Solution, Antibacterial (Beta-lactamase resistant penicillin)",Prescription Drug (RX)
8150,"Omeprazole, Capsule, Proton Pump Inhibitor",Prescription Drug (RX)
8151,"Omeprazole, Capsule, Proton Pump Inhibitors",Prescription Drug (RX)
8152,"Hydralazine Hydrochloride, Solution For Injection (Im/Iv), Antihypertensives (Hydrazinophthalazine derivatives)",Prescription Drug (Rx)
8153,"Co-Amoxiclav, Powder For Suspension, Antibacterials (Penicillins)",Prescription Drug (RX)
8154,"Co-Amoxiclav, Powder for Suspension, Antibacterials (Penicillins)",Prescription Drug (RX)
8155,"Co-Amoxiclav, Film-Coated Tablet, Antibacterial (Penicillin/Beta-lactamase inhibitor)",Prescription Drug (Rx)
8156,"Co-Amoxiclav, Film-Coated Tablet, Antibacterial (Penicillin/Beta-lactamase inhibitor)",Prescription Drug (Rx)
8157,"Co-Amoxiclav, Film-Coated Tablet, Antibacterial (Penicillin/Beta-lactamase inhibitor)",Prescription Drug (RX)
8158,"Co-Amoxiclav, Film-Coated Tablet, Antibacterial (Penicillin/Beta-lactamase inhibitor)",Prescription Drug (RX)
8159,"Gliclazide, Modified-Release Tablet, -",Prescription Drug (Rx)
8160,"Gliclazide, Modified-Release Tablet, SULFONYLUREA",Prescription Drug (RX)
8161,"Gliclazide, Modified-Release Tablet, -",Prescription Drug (RX)
8162,"Carbocisteine, Syrup, Mucolytic",Household Remedy (HR)
8163,"Carbocisteine, Syrup (Cherry Flavor), Mucolytic",Household Remedy (HR)
8164,"Chlorpheniramine Maleate + Phenylpropanolamine Hydrochloride + Guaifenesin, Syrup, Antihistamine/Nasal Decongestant/Expectorant",Over-The-Counter (OTC)
8165,"Betahistine Dihydrochloride, Tablet, Antivertigo",Prescription Drug (RX)
8166,"Betahistine Dihydrochloride, Tablet, Antivertigo",Prescription Drug (RX)
8167,"Betahistine Dihydrochloride, Tablet, Antivertigo",Prescription Drug (RX)
8168,"Betahistine Dihydrochloride, Tablet, Antivertigo",Prescription Drug (RX)
8169,"Topiramate, Tablet, Antiepileptic",Prescription Drug (Rx)
8170,"Glimepiride, Tablet, Oral Hypoglycemic (Sulfonylurea)",Prescription Drug (RX)
8171,"Glimepiride, Tablet, Oral Hypoglycemic (Sulfonylurea)",Prescription Drug (RX)
8172,"Glimeperide, Tablet, Oral Hypoglycemic (Sulfonylurea)",Prescription Drug (RX)
8173,"Glimepiride, Tablet, Oral Hypoglycemic (Sulfonylurea)",Prescription Drug (RX)
8174,"Tranexamic Acid, Solution For Injection (IV), -",Prescription Drug (RX)
8175,"Tranexamic Acid, Solution For Injection (IV), -",Prescription Drug (RX)
8176,"Tranexamic Acid, Solution For Injection (IV), -",Prescription Drug (RX)
8177,"Tranexamic Acid, Solution For Injection (Iv), -",Prescription Drug (RX)
8178,"Chlorpheniramine Maleate + Phenylpropanolamine Hydrochloride + Guaifenesin, Syrup, Antihistamine/Nasal Decongestant/Expectorant",Over-The-Counter (OTC)
8179,"Chlorphenamine Maleate + Phenylpropanolamine Hydrochloride + Guaifenesin, Syrup, Antihistamine/Nasal Decongestant/Expectorant",Over-The-Counter (OTC)
8180,"Metoprolol Tartrate, Tablet, Selective Beta Blocker",Prescription Drug (Rx)
8181,"Salbutamol (as sulfate), Tablet, Bronchodilator",Prescription Drug (RX)
8182,"Salbutamol (as sulfate), Tablet, Bronchodilator",Prescription Drug (RX)
8183,"Salbutamol (as sulfate), Tablet, Selective Beta-2-Adrenoreceptor Agonist",Prescription Drug (RX)
8184,"Cefuroxime (as axetil), Film-Coated Tablet, Antibacterial (Cephalosporin)",Prescription Drug (RX)
8185,"Cefuroxime (as axetil), Film-Coated Tablet, Antibacterial (Cephalosporin)",Prescription Drug (RX)
8186,"Cefuroxime (as axetil), Film-Coated Tablet, Antibacterial (Cephalosporin)",Prescription Drug (RX)
8187,"Cefuroxime (as axetil), Film-Coated Tablet, Antibacterial (Cephalosporin)",Prescription Drug (RX)
8188,"Cefuroxime (as axetil), Film-Coated Tablet, Antibacterial (Cephalosporin)",Prescription Drug (RX)
8189,"Cefuroxime (as axetil), Film-Coated Tablet, Antibacterial (Cephalosporin)",Prescription Drug (RX)
8190,"Cefuroxime (as axetil), Film-Coated Tablet, Antibacterial (Cephalosporin)",Prescription Drug (RX)
8191,"Cefuroxime (as axetil), Film-Coated Tablet, Antibacterial (Cephalosporin)",Prescription Drug (RX)
8192,"Cefuroxime (as axetil), Film-Coated Tablet, Antibacterial (Cephalosporin)",Prescription Drug (RX)
8193,"Cefuroxime (as axetil), Film-Coated Tablet, Antibacterial (Cephalosporin)",Prescription Drug (RX)
8194,"Cefuroxime (as axetil), Film-Coated Tablet, Antibacterial (Cephalosporin)",Prescription Drug (RX)
8195,"Cefuroxime (as axetil), Film-Coated Tablet, Antibacterial (Cephalosporin)",Prescription Drug (RX)
8196,"Cefuroxin (as axetil), Film-Coated Tablet, Antibacterial (Cephalosporin)",Prescription Drug (RX)
8197,"Cefuroxime (As Axetil), Film-Coated Tablet, Antibacterial (Cephalosporin)",Prescription Drug (Rx)
8198,"Cefuroxime (As Axetil), Film-Coated Tablet, Antibacterial (Cephalosporin)",Prescription Drug (RX)
8199,"Cefuroxime (As Axetil), Film-Coated Tablet, Antibacterial (Cephalosporin)",Prescription Drug (RX)
8200,"Cefuroxime (As Axetil), Film-Coated Tablet, Antibacterial (Cephalosporin)",Prescription Drug (RX)
8201,"Cefuroxime (As Axetil), Film-Coated Tablet, Antibacterial (Cephalosporin)",Prescription Drug (RX)
8202,"Cefuroxime (as Axetil), Film-coated Tablet, Antibacterial (Cephalosporin)",Prescription Drug (Rx)
8203,"Cefuroxime (As Axetil), Film-Coated Tablet, Antibacterial (Cephalosporin)",Prescription Drug (RX)
8204,"Cefuroxime (As Axetil), Film-Coated Tablet, Antibacterial (Cephalosporin)",Prescription Drug (RX)
8205,"Ferrous Sulfate (as Heptahydrate), Elixir, Hematinic",Prescription Drug (Rx)
8206,"Quetiapine (As Fumarate), Film-Coated Tablet, Atypical Antipsychotic",Prescription Drug (RX)
8207,"Diclofenac Sodium, Topical Gel, Non-Steroidal Anti-inflammatory Drug (Acetic Acid derivative)",Prescription Drug (Rx)
8208,"Roxithromycin, Film-Coated Tablet, ANTIBACTERIAL (MACROLIDE)",Prescription Drug (RX)
8209,"Diclofenac (As Sodium), Solution For Injection (Im/Iv), Non-Opioid Analgesic",Prescription Drug (RX)
8210,"Diclofenac (As Sodium), Solution For Injection (Im/Iv), Non-Opioid Analgesic",Prescription Drug (RX)
8211,"Pantoprazole (As Sodium Sesquihydrate), Enteric Coated Tablet, Proton Pump Inhibitor",Prescription Drug (Rx)
8212,"Quetiapine (As Fumarate), Film-Coated Tablet, Antipsychotic",Prescription Drug (RX)
8213,"Quetiapine (As Fumarate), Film-Coated Tablet, Antipsychotic",Prescription Drug (RX)
8214,"Aciclovir, Suspension, Antiviral",Prescription Drug (RX)
8215,"Paracetamol, Tablet, Analgesic/Antipyretic",Over-the-Counter (OTC)
8216,"Paracetamol, Tablet, Analgesic/ Antipyretic",Over-The-Counter (OTC)
8217,"Cefixime (as trihydrate), Powder For Suspension, Antibacterials (Cephalosporins)",Prescription Drug (RX)
8218,"Cefixime (as trihydrate), Powder For Suspension, Antibacterial (Cephalosporin)",Prescription Drug (RX)
8219,"Sultamicillin (as tosilate dihydrate), Film Coated Tablet, Antibacterial (Penicillin/Beta-lactamase Inhibitor)",Prescription Drug (RX)
8220,"Ceftriaxone (As Sodium), Powder For Injection, Antibacterial (Cephalosporin)",Prescription Drug (RX)
8221,"Mupirocin, Ointment, -",Over-the-Counter (OTC)
8222,"Tamsulosin Hydrochloride, Enteric-Coated Tablet, Alpha-adrenoreceptor Antagonist",Prescription Drug (RX)
8223,"Tamsulosin Hydrochloride, Enteric-Coated Tablet, Alpha-adrenoreceptor Antagonist",Prescription Drug (RX)
8224,"Tamsulosin Hydrochloride, Enteric-Coated Tablet, Alpha-adrenoreceptor Antagonist",Prescription Drug (RX)
8225,"Tamsulosin hydrochloride, Enteric-Coated Tablet, 400 mcg Enteric-Coated Tablet",Prescription Drug (Rx)
8226,"Cetirizine (As Hydrochloride), Syrup, -",Prescription Drug (RX)
8227,"Cetirizine Hydrochloride, Syrup, -",Prescription Drug (RX)
8228,"Multivitamins + Minerals, Capsule, -",Prescription Drug (RX)
8229,"Co-Amoxiclav, Powder For Suspension, Antibacterial (Penicillins)",Prescription Drug (RX)
8230,"Co-Amoxiclav, Powder For Suspension, Antibacterial (Penicillins)",Prescription Drug (RX)
8231,"Amino Acids + Multivitamins, capsule, -",Prescription Drug (RX)
8232,"Amino acids + Multivitamins, capsule, -",Prescription Drug (RX)
8233,"Amino acids + Multivitamins, Capsule, -",Prescription Drug (Rx)
8234,"Amino acids + Multivitamins, capsule, -",Prescription Drug (RX)
8235,"Tranexamic Acid, Capsule, Anti-Fibrinolytic",Prescription Drug (RX)
8236,"Tranexamic Acid, Capsule, Anti-Fibrinolytic",Prescription Drug (RX)
8237,"Paracetamol, Tablet, -",Over-the-Counter (OTC) Drug
8238,"Carbocisteine, Capsule, Mucolytic",Over-the-Counter (OTC)
8239,"Carbocisteine, Capsule, Mucolytic",Over-The-Counter (OTC)
8240,"Carbocisteine, Capsule, Mucolytic",Over-The-Counter (OTC)
8241,"Ondansetron (as hydrochloride), Solution for Injection (IM/IV), -",Prescription Drug (Rx)
8242,"Carbocisteine, Capsule, Mucolytic",Over-The-Counter (OTC)
8243,"Phenylephrine HCl + Dextromethorphan HBr + Paracetamol, Capsule, Antitussive/ Decongestant/ Analgesic/ Antipyretic",Over-The-Counter (OTC)
8244,"Azithromycin (as Dihydrate), Lyophilized Powder for IV Infusion, Antibacterial (Macrolide)",Prescription Drug (Rx)
8245,"Methylergometrine Maleate, Film-Coated Tablet, Uterotonic (Ergot Alkaloid)",Prescription Drug (RX)
8246,"Methylergometrine Maleate, Film-Coated Tablet, Uterotonic (Ergot Alkaloid)",Prescription Drug (RX)
8247,"Hyoscine-N-Butylbromide, Solution for Injection (I.M./I.V.), -",Prescription Drug (Rx)
8248,"Hyoscine-N-Butylbromide, Solution  for Injection (I.M./I.V.), -",Prescription Drug (RX)
8249,"Guaifenesin + Salbutamol (as sulfate), Syrup, Expectorant/ Anti-Asthma",Prescription Drug (RX)
8250,"Guaifenesin + Salbutamol (as sulfate), Syrup, Expectorant / Anti-Asthma",Prescription Drug (RX)
8251,"Guaifenesin + Salbutamol (as sulfate), Syrup, Expectorant/Anti-Asthma",Prescription Drug (RX)
8252,"Guaifenesin + Salbutamol (as sulfate), Syrup, Expectorant/ Anti-asthma",Prescription Drug (RX)
8253,"Vitamin B-Complex, Capsule, -",Prescription Drug (RX)
8254,"Vitamin B-Complex, Capsule, -",Prescription Drug (RX)
8255,"Thiamine Mononitrate (Vitamin B1) + Pyridoxine 
Hydrochloride (Vitamin B6) + Cyanocobalamin (Vitamin B12), Capsule, -",Prescription Drug (RX)
8256,"Vitamin B-Complex, Capsule, -",Prescription Drug (RX)
8257,"Vitamin B-Complex, Capsule, -",Prescription Drug (RX)
8258,"Vitamin B-Complex, Capsule, -",Prescription Drug (RX)
8259,"Gentamicin Sulfate, Ophthalmic/Otic Solution, Antibacterial",Prescription Drug (RX)
8260,"Co-Amoxiclav, Film-Coated Tablet, Antibacterial (Penicillin and Beta-Lactamase Inhibitor)",Prescription Drug (Rx)
8261,"Co-Amoxiclav, Film-Coated Tablet, Antibacterial (Penicillin/Beta-lactamase inhibitor)",Prescription Drug (RX)
8262,"Co-Amoxiclav, Film-Coated Tablet, Antibacterial (Penicillin and Beta-lactamase inhibitor)",Prescription Drug (RX)
8263,"Co-Amoxiclav, Film-Coated Tablet, Antibacterial (Penicillin/Beta-lactamase inhibitor)",Prescription Drug (RX)
8264,"Esomeprazole (as magnesium trihydrate), Capsule, Proton Pump Inhibitor",Prescription Drug (RX)
8265,"Tobramycin + Dexamethasone, Ophthalmic Suspension, Antibacterial / Corticosteroid",Prescription Drug (Rx)
8266,"Tobramycin + Dexamethasone, Ophthalmic Suspension, Antibacterial / Corticosteroid",Prescription Drug (Rx)
8267,"Piperacillin (as sodium) + Tazobactam (as sodium), Powder for Injection (I.M./I.V.), Antibacterial (Penicillin/ Beta-Lactamase Inhibitor 
Combination)",Prescription Drug (RX)
8268,"Piperacillin (as sodium) + Tazobactam (as sodium), Powder for Injection (I.M./I.V.), Antibacterial 
(Penicillin/Beta-Lactamase Inhibitor Combination)",Prescription Drug (Rx)
8269,"Cefaclor (as monohydrate), Granules Of Suspension, Antibacterial (Second-Generation Cephalosporin)",Prescription Drug (RX)
8270,"Levothyroxine Sodium, Tablet, Thyroid Hormone Replacement",Prescription Drug (RX)
8271,"Rabeprazole sodium, Enteric-Coated Tablet, Proton Pump Inhibitor",Prescription Drug (RX)
8272,"Rabeprazole Sodium, Enteric-Coated Tablet, Proton Pump Inhibitor",Prescription Drug (RX)
8273,"Rabeprazole sodium, Enteric-Coated Tablet, Proton Pump Inhibitor",Prescription Drug (RX)
8274,"Paracetamol + Tramadol Hydrochloride, Film-Coated Tablet, Opioid-Non-opioid Analgesic Combination",Prescription Drug (RX)
8275,"RIFAMPICIN, Suspension, Antituberculosis",Prescription Drug (RX)
8276,"RIFAMPICIN, Suspension, Antituberculosis",Prescription Drug (RX)
8277,"RIFAMPICIN, Suspension, Antituberculosis",Prescription Drug (RX)
8278,"Sodium Hyaluronate, Ophthalmic Solution (Drops), Dysfunctional Tear Syndrome (Lubricant)",Prescription Drug (RX)
8279,"Glimepiride, Tablet, Sulfonylureas",Prescription Drug (RX)
8280,"Salbutamol (as sulfate), Tablet, Selective beta-2-adrenoreceptor agonists",Prescription Drug (RX)
8281,"Salbutamol (as sulfate), Tablet, Selective beta-2-adrenoreceptor agonists",Prescription Drug (RX)
8282,"Metronidazole, Solution for I.V. Infusion, -",Prescription Drug (RX)
8283,"Metronidazole, Solution for IV Infusion, Antibacterial (Imidazole Derivative)",Prescription Drug (Rx)
8284,"Metronidazole, Solution for I.V. Infusion, -",Prescription Drug (RX)
8285,"Metronidazole, Solution for I.V. Infusion, -",Prescription Drug (Rx)
8286,"Salbutamol (as sulfate), Syrup, Bronchodilator",Prescription Drug (RX)
8287,"Paracetamol, Tablet, Analgesics/Antipyretics (Anilide)",Over-The-Counter (OTC)
8288,"Paracetamol, Tablet, Analgesic/Antipyretic",Over-the-Counter (OTC)
8289,"Paracetamol, Tablet, Analgesic/Antipyretic",Over-the-Counter (OTC)
8290,"Citicoline (As Sodium), Film-Coated Tablet, Psychostimulant and Nootropic",Prescription Drug (RX)
8291,"Finasteride, Film-Coated Tablet, Testosterone-5-Alpha-Reductase Inhibitor",Prescription Drug (RX)
8292,"Finasteride, Film-Coated Tablet, Testosterone-5-Alpha-Reductase Inhibitor",Prescription Drug (RX)
8293,"Tranexamic Acid, Capsule, Anti-fibrinolytics",Prescription Drug (RX)
8294,"Tranexamic Acid, Capsule, Anti-fibrinolytic",Prescription Drug (RX)
8295,"Paracetamol, Capsule, Analgesics/Antipyretics (Anilide)",Over-The-Counter (OTC)
8296,"Piperacillin (as Sodium) + Tazobactam (as Sodium), Powder For Injection (I.V), Antibacterial (Penicillins)",Prescription Drug (RX)
8297,"Celecoxib, Capsule, -",Prescription Drug (RX)
8298,"Cefradine (As Monohydrate), Powder For Injection (I.M./I.V.), Antibacterial (Cephalosporin)",Prescription Drug (RX)
8299,"Cloxacillin (As Sodium), Powder For Oral Solution, -",Prescription Drug (RX)
8300,"Cloxacillin (As Sodium), Powder For Oral Solution, Antibacterial (Beta-lactamase resistant penicillin)",Prescription Drug (RX)
8301,"Salbutamol (as sulfate) + Guaifenesin, Syrup (Orange Flavor), Selective beta-2-adrenoreceptor agonist/ Expectorant",Prescription Drug (RX)
8302,"Celecoxib, Capsule, Selective COX-2 Inhibitor (Coxib)",Prescription Drug (RX)
8303,"5% Amino Acids + 5% Sorbitol, Solution For Intravenous Infusion For Injection, I.V. Solution Additives/Nutrient",Prescription Drug (RX)
8304,"5% Amino Acids + 5% Sorbitol, Solution For Intravenous For Injection, IV Solution Additives/ Nutrient",Prescription Drug (RX)
8305,"5% Amino Acids + 5% Sorbitol, Solution For Intravenous Infusion For Injection, I.V. Solution Additives/ Nutrient",Prescription Drug (RX)
8306,"5% Amino Acids + 5% Sorbitol, Solution for Itravenous Infusion for Injection, I.V. Solution Additives/Nutrient",Prescription Drug (RX)
8307,"Ofloxacin, Solution for I.V. Infusion, -",Prescription Drug (RX)
8308,"Atorvastatin (as Calcium Trihydrate), Film-Coated Tablet, HMG-CoA Reductase Inhibitor",Prescription Drug (RX)
