text,entities,lang
"The doctor said headache is a side effect of Multivitamins + Minerals
Ferrous Sulfate (Equiv To 65 Mg Elemental Iron) 200Mg
Thiamine Hydrochloride (Vit B1) 2 Mg
Riboflavin (Vit B2) 2 Mg
Pyridoxine Hydrochloride (Vit B6) 2 Mg
Ascorbic Acid (Vit. C) 100 Mg
Cyanocobalamin (Vit B12) 10 Mcg
Nicotinamide 20 Mg
Folic Acid 400 Mcg.","[(45, 332, 'DRUG'), (16, 24, 'ADE')]",english
I noticed nausea symptoms after my dose of Tioconazole.,"[(43, 54, 'DRUG'), (10, 16, 'ADE')]",english
My mom felt vomiting after taking Fluphenazine decanoate.,"[(34, 56, 'DRUG'), (12, 20, 'ADE')]",english
Patients often report fever after taking Meclizine.,"[(41, 50, 'DRUG'), (22, 27, 'ADE')]",english
"After using Furosemide (as sodium), I started to feel blurred vision.","[(12, 34, 'DRUG'), (54, 68, 'ADE')]",english
I experienced palpitations when I was prescribed Adapalene + Benzoyl Peroxide.,"[(49, 77, 'DRUG'), (14, 26, 'ADE')]",english
The doctor said swelling is a side effect of Cefepime (as hydrochloride) (with L-Arginine).,"[(45, 90, 'DRUG'), (16, 24, 'ADE')]",english
"Ever since I took Montelukast(as sodium), I've had rash.","[(18, 40, 'DRUG'), (51, 55, 'ADE')]",english
The doctor said palpitations is a side effect of Somatropin (rbe).,"[(49, 65, 'DRUG'), (16, 28, 'ADE')]",english
My mom felt headache after taking Glucose + Amino Acids + Electrolytes + Vitamin B1.,"[(34, 83, 'DRUG'), (12, 20, 'ADE')]",english
I experienced palpitations when I was prescribed Calcitriol + Calcium Citrate + Magnesium Oxide + Zinc Oxide.,"[(49, 108, 'DRUG'), (14, 26, 'ADE')]",english
"Ever since I took Guaifenesin + Phenylpropanolamine Hydrochloride + Chlorphenamine maleate, I've had anxiety.","[(18, 90, 'DRUG'), (101, 108, 'ADE')]",english
"My mom felt fever after taking Amlodipine (as besilate) + 
Hydrochlorothiazide.","[(31, 78, 'DRUG'), (12, 17, 'ADE')]",english
I experienced fatigue when I was prescribed Naproxen sodium.,"[(44, 59, 'DRUG'), (14, 21, 'ADE')]",english
Sorafenib (as tosylate) made me feel diarrhea for hours.,"[(0, 23, 'DRUG'), (37, 45, 'ADE')]",english
fever followed immediately after I took Clindamycin As Phosphate.,"[(40, 64, 'DRUG'), (0, 5, 'ADE')]",english
"Ever since I took DICYCLOVERINE HYDROCHLORIDE, I've had vomiting.","[(18, 45, 'DRUG'), (56, 64, 'ADE')]",english
Cefdinir made me feel rash for hours.,"[(0, 8, 'DRUG'), (22, 26, 'ADE')]",english
I noticed blurred vision symptoms after my dose of Escitalopram (as oxalate).,"[(51, 76, 'DRUG'), (10, 24, 'ADE')]",english
She became headache post-administration of Glutathione (reduced).,"[(43, 64, 'DRUG'), (11, 19, 'ADE')]",english
"shortness of breath followed immediately after I took Heparin Sodium + Allium cepa L. (Onion) Bulb 
Allantoin.","[(54, 110, 'DRUG'), (0, 19, 'ADE')]",english
shortness of breath followed immediately after I took Estradiol Valerate + Dienogest.,"[(54, 84, 'DRUG'), (0, 19, 'ADE')]",english
She became palpitations post-administration of Telmisartan.,"[(47, 58, 'DRUG'), (11, 23, 'ADE')]",english
My mom felt palpitations after taking Arnica montana + Calendula officinalis + Hamamelis virginiana + Echinacea angustifolia + Echinacea purpurea + Matricaria recutita + Symphytum officinale + Bellis perenis + Hypericum perforatum + Achillea millefrolium + Aconitum napellus + Atropa belladonna + Mercurius solubilis hahnemanni + Heaper sulfuros.,"[(38, 345, 'DRUG'), (12, 24, 'ADE')]",english
She became insomnia post-administration of Lidocaine Hydrochloride (as monohydrate).,"[(43, 83, 'DRUG'), (11, 19, 'ADE')]",english
Patients often report fever after taking Pramipexole Dihydrochloride Monohydrate.,"[(41, 80, 'DRUG'), (22, 27, 'ADE')]",english
I experienced tremors when I was prescribed Cefalexin Monohydrate.,"[(44, 65, 'DRUG'), (14, 21, 'ADE')]",english
rash followed immediately after I took Sodium bicarbonate.,"[(39, 57, 'DRUG'), (0, 4, 'ADE')]",english
"After using Phospathidyl Choline + Multivitamins, I started to feel swelling.","[(12, 48, 'DRUG'), (68, 76, 'ADE')]",english
"I noticed headache symptoms after my dose of Polymyxin B (as Sulfate) + Neomycin (as Sulfate) + 
Dexamethasone (as Sodium Phosphate).","[(45, 133, 'DRUG'), (10, 18, 'ADE')]",english
The doctor said insomnia is a side effect of Lidocaine + Benzethonium Chloride.,"[(45, 78, 'DRUG'), (16, 24, 'ADE')]",english
swelling followed immediately after I took Cetirizine (as Hydrochloride).,"[(43, 72, 'DRUG'), (0, 8, 'ADE')]",english
diarrhea followed immediately after I took A.N.B. Solution of Dextrose in Normal Saline.,"[(43, 87, 'DRUG'), (0, 8, 'ADE')]",english
I noticed rash symptoms after my dose of Trimin.,"[(41, 47, 'DRUG'), (10, 14, 'ADE')]",english
The doctor said fever is a side effect of Erlotinib (as hydrochloride.,"[(42, 69, 'DRUG'), (16, 21, 'ADE')]",english
I experienced anxiety when I was prescribed Human Norml Immunoglobulin.,"[(44, 70, 'DRUG'), (14, 21, 'ADE')]",english
"Ever since I took Colistin (Vet.), I've had insomnia.","[(18, 33, 'DRUG'), (44, 52, 'ADE')]",english
The doctor said rash is a side effect of Calcium Carbonate / Cholecalciferol (Vitamin D3).,"[(41, 89, 'DRUG'), (16, 20, 'ADE')]",english
I noticed nausea symptoms after my dose of Zinc Oxide + Calamine.,"[(43, 64, 'DRUG'), (10, 16, 'ADE')]",english
diarrhea followed immediately after I took Perindopril Arginine/ Indapamide.,"[(43, 75, 'DRUG'), (0, 8, 'ADE')]",english
I experienced insomnia when I was prescribed Cholecalciferol (Vitamin D3.,"[(45, 72, 'DRUG'), (14, 22, 'ADE')]",english
palpitations followed immediately after I took Ceftriaxone (As Sodium).,"[(47, 70, 'DRUG'), (0, 12, 'ADE')]",english
Patients often report nausea after taking Live Infectious Bronchitis (IB) Virus Vaccine (Vet.).,"[(42, 94, 'DRUG'), (22, 28, 'ADE')]",english
Patients often report chills after taking Sigmatram.,"[(42, 51, 'DRUG'), (22, 28, 'ADE')]",english
"Ever since I took Multivitamins + Lysine (see reverse), I've had muscle pain.","[(18, 54, 'DRUG'), (65, 76, 'ADE')]",english
"After using Patent Blue V Sodium, I started to feel rash.","[(12, 32, 'DRUG'), (52, 56, 'ADE')]",english
I noticed shortness of breath symptoms after my dose of Insulin Glulisine.,"[(56, 73, 'DRUG'), (10, 29, 'ADE')]",english
I experienced headache when I was prescribed Cholecalciferol (Vitamin D3)+ Minerals.,"[(45, 83, 'DRUG'), (14, 22, 'ADE')]",english
She became shortness of breath post-administration of Ceftriaxone (Sodium).,"[(54, 74, 'DRUG'), (11, 30, 'ADE')]",english
The doctor said vomiting is a side effect of Follitropin alfa / Lutropin alfa.,"[(45, 77, 'DRUG'), (16, 24, 'ADE')]",english
I experienced palpitations when I was prescribed Tacrolimus (As Monohydrate).,"[(49, 76, 'DRUG'), (14, 26, 'ADE')]",english
She became shortness of breath post-administration of Tirofiban hydrochloride.,"[(54, 77, 'DRUG'), (11, 30, 'ADE')]",english
"Patients often report shortness of breath after taking Zinc Oxide + Myroxylon balsamum var. pereirae 
(Royle) Harms (Balsam of Peru) Resin + Benzyl 
Benzoate.","[(55, 159, 'DRUG'), (22, 41, 'ADE')]",english
"Ever since I took Follitropin Delta, I've had fever.","[(18, 35, 'DRUG'), (46, 51, 'ADE')]",english
"After using Methyl Salicylate                                                        L-Menthol                            Tocopherol Acetate                  Dl-Camphor, I started to feel insomnia.","[(12, 168, 'DRUG'), (188, 196, 'ADE')]",english
Clindamycin (As Hydrochloride) made me feel muscle pain for hours.,"[(0, 30, 'DRUG'), (44, 55, 'ADE')]",english
"After using Multivitamins + Paracetamol, I started to feel anxiety.","[(12, 39, 'DRUG'), (59, 66, 'ADE')]",english
blurred vision followed immediately after I took Prednisolone (As Sodium Phosphate ).,"[(49, 84, 'DRUG'), (0, 14, 'ADE')]",english
My mom felt muscle pain after taking Chlorphenamine Maleate + Phenylpropanolamine Hydrochloride.,"[(37, 95, 'DRUG'), (12, 23, 'ADE')]",english
I experienced rash when I was prescribed Paracetamol/Vitamin B1/ Vitamin B6/Vitamin B12.,"[(41, 87, 'DRUG'), (14, 18, 'ADE')]",english
My mom felt chills after taking Ampicillin (as sodium).,"[(32, 54, 'DRUG'), (12, 18, 'ADE')]",english
She became rash post-administration of Aripiprazole.,"[(39, 51, 'DRUG'), (11, 15, 'ADE')]",english
"Ever since I took Bayopet Herbal Hair Grower Shampoo, I've had vomiting.","[(18, 52, 'DRUG'), (63, 71, 'ADE')]",english
"Ever since I took Aluminum Hydroxide/ Magnesium Hydroxide, I've had blurred vision.","[(18, 57, 'DRUG'), (68, 82, 'ADE')]",english
I noticed dizzy symptoms after my dose of Hedera helix (Ivy Leaf Powder Extract) + Glycyrrhiza glabra (Licorice Powder Extract) + Thymus vulgaris (Thyme Powder Extract).,"[(42, 168, 'DRUG'), (10, 15, 'ADE')]",english
The doctor said headache is a side effect of Zoledronic Acid.,"[(45, 60, 'DRUG'), (16, 24, 'ADE')]",english
I experienced palpitations when I was prescribed Fluphenazine(As Decanoate).,"[(49, 75, 'DRUG'), (14, 26, 'ADE')]",english
I noticed fever symptoms after my dose of Azithromycin (Dihydrate).,"[(42, 66, 'DRUG'), (10, 15, 'ADE')]",english
vomiting followed immediately after I took Biotin (Vitamin B7).,"[(43, 62, 'DRUG'), (0, 8, 'ADE')]",english
vomiting followed immediately after I took Levosalbutamol.,"[(43, 57, 'DRUG'), (0, 8, 'ADE')]",english
Rosuvastatin (as calcium) made me feel vomiting for hours.,"[(0, 25, 'DRUG'), (39, 47, 'ADE')]",english
I noticed swelling symptoms after my dose of AMIKACIN (AS SULFATE).,"[(45, 66, 'DRUG'), (10, 18, 'ADE')]",english
I experienced blurred vision when I was prescribed Aciclovir.,"[(51, 60, 'DRUG'), (14, 28, 'ADE')]",english
Amino acids + Electrolytes + Glucose made me feel fatigue for hours.,"[(0, 36, 'DRUG'), (50, 57, 'ADE')]",english
diarrhea followed immediately after I took Nicotine.,"[(43, 51, 'DRUG'), (0, 8, 'ADE')]",english
My mom felt insomnia after taking Lactated Ringer'S Solution.,"[(34, 60, 'DRUG'), (12, 20, 'ADE')]",english
"She became shortness of breath post-administration of 2,4-Dichlorobenzyl Alcohol + Amylmetacresol.","[(54, 97, 'DRUG'), (11, 30, 'ADE')]",english
She became fatigue post-administration of Raloxifene Hydrochloride.,"[(42, 66, 'DRUG'), (11, 18, 'ADE')]",english
"Ever since I took Benzocaine / Boric Acid / Eucalyptus, I've had constipation.","[(18, 54, 'DRUG'), (65, 77, 'ADE')]",english
She became rash post-administration of Trimetazidine.,"[(39, 52, 'DRUG'), (11, 15, 'ADE')]",english
Patients often report muscle pain after taking Ibuprofen (as Sodium Dihydrate) + Paracetamol.,"[(47, 92, 'DRUG'), (22, 33, 'ADE')]",english
vomiting followed immediately after I took CEFALEXIN (AS MONOHYDRATE).,"[(43, 69, 'DRUG'), (0, 8, 'ADE')]",english
"After using Thiamine HCl + Pyridoxine HCl + Cyanocobalamin, I started to feel headache.","[(12, 58, 'DRUG'), (78, 86, 'ADE')]",english
My mom felt palpitations after taking Fingolimod.,"[(38, 48, 'DRUG'), (12, 24, 'ADE')]",english
I experienced swelling when I was prescribed Ampicillin (as sodium) + Sulbactam (as sodium).,"[(45, 91, 'DRUG'), (14, 22, 'ADE')]",english
She became muscle pain post-administration of Dextromethorphan Hydrobromide.,"[(46, 75, 'DRUG'), (11, 22, 'ADE')]",english
Patients often report shortness of breath after taking Salmeterol (as xinafoate) _ Fluticasone propionate.,"[(55, 105, 'DRUG'), (22, 41, 'ADE')]",english
"Ever since I took Thiamine hydrochloride (Vit B1) + Pyridoxine hydrochloride (Vitamin B6) + Cyanocobalamin (Vitamin B12) + L-Lysine hydrochloride + Iron + 
Buclizine hydrochloride, I've had palpitations.","[(18, 180, 'DRUG'), (191, 203, 'ADE')]",english
The doctor said fatigue is a side effect of Anagrelide (As Hydrochloride).,"[(44, 73, 'DRUG'), (16, 23, 'ADE')]",english
"After using Pioglitazone (As Hydrochloride) + Metformin (as Hydrochloride), I started to feel vomiting.","[(12, 74, 'DRUG'), (94, 102, 'ADE')]",english
My mom felt muscle pain after taking Avelumab.,"[(37, 45, 'DRUG'), (12, 23, 'ADE')]",english
"After using Ketorolac trometamol, I started to feel anxiety.","[(12, 32, 'DRUG'), (52, 59, 'ADE')]",english
"After using Piperacillin (As Sodium) + Tazobactam (As Sodium) + Wfi, I started to feel dry mouth.","[(12, 67, 'DRUG'), (87, 96, 'ADE')]",english
anxiety followed immediately after I took Tetanus Toxoid (adsorbed).,"[(42, 67, 'DRUG'), (0, 7, 'ADE')]",english
Amikacin (As Sulfate) made me feel fever for hours.,"[(0, 21, 'DRUG'), (35, 40, 'ADE')]",english
Patients often report fever after taking Lenalidomide..,"[(41, 54, 'DRUG'), (22, 27, 'ADE')]",english
My mom felt muscle pain after taking Diclofenac sodium (equivalent to Diclofenac diethylamine).,"[(37, 94, 'DRUG'), (12, 23, 'ADE')]",english
"Ever since I took Levofloxacin (as hydrate), I've had insomnia.","[(18, 43, 'DRUG'), (54, 62, 'ADE')]",english
My mom felt shortness of breath after taking Unsin.,"[(45, 50, 'DRUG'), (12, 31, 'ADE')]",english
I noticed fever symptoms after my dose of Betahistine hydrochloride.,"[(42, 67, 'DRUG'), (10, 15, 'ADE')]",english
My mom felt fatigue after taking Multivitamins + Minerals + Korean Ginseng + Garlic Extract.,"[(33, 91, 'DRUG'), (12, 19, 'ADE')]",english
fatigue followed immediately after I took Piperacillin (As Sodium) / Tazobactam (As Sodium).,"[(42, 91, 'DRUG'), (0, 7, 'ADE')]",english
"Ever since I took Duloxetine (as Hydrochloride), I've had dizzy.","[(18, 47, 'DRUG'), (58, 63, 'ADE')]",english
She became rash post-administration of CALCIUM ASCORBATE.,"[(39, 56, 'DRUG'), (11, 15, 'ADE')]",english
The doctor said fever is a side effect of Lapatinib (as ditosylate monohydrate).,"[(42, 79, 'DRUG'), (16, 21, 'ADE')]",english
"I experienced tremors when I was prescribed Sitagliptin (as phosphate monohydrate) + Metformin 
hydrochloride.","[(44, 110, 'DRUG'), (14, 21, 'ADE')]",english
Patients often report palpitations after taking Teragen.,"[(48, 55, 'DRUG'), (22, 34, 'ADE')]",english
She became tremors post-administration of Eicosapentaenoic Acid (Epa) Ethyl Ester + Docosahexaenoic Acid (Dha) Ethyl Ester.,"[(42, 122, 'DRUG'), (11, 18, 'ADE')]",english
Ascorbic acid + Zinc + Panax ginseng L. (Korean Ginseng Root) made me feel palpitations for hours.,"[(0, 61, 'DRUG'), (75, 87, 'ADE')]",english
I experienced fever when I was prescribed Montelukast (as sodium)+Levocetirizine dihydrochloride.,"[(42, 96, 'DRUG'), (14, 19, 'ADE')]",english
I experienced nausea when I was prescribed Levofloxacin (as hydrate).,"[(43, 68, 'DRUG'), (14, 20, 'ADE')]",english
anxiety followed immediately after I took Isopropanol + Benzalkonium Chloride.,"[(42, 77, 'DRUG'), (0, 7, 'ADE')]",english
"Patients often report blurred vision after taking Thiamine Mononitrate (Vitamin B1) + Pyridoxine 
Hydrochloride (Vitamin B6) + Cyanocobalamin 
(Vitamin B12).","[(50, 156, 'DRUG'), (22, 36, 'ADE')]",english
Patients often report headache after taking soniazid + Pyridoxine Hydrochloride.,"[(44, 79, 'DRUG'), (22, 30, 'ADE')]",english
"After using Suxamethonium Chloride, I started to feel swelling.","[(12, 34, 'DRUG'), (54, 62, 'ADE')]",english
The doctor said swelling is a side effect of Amlodipine (As Besilate).,"[(45, 69, 'DRUG'), (16, 24, 'ADE')]",english
"After using Salbutamol (as sulfate) + Ipratropium bromide, I started to feel dizzy.","[(12, 57, 'DRUG'), (77, 82, 'ADE')]",english
"Ever since I took Exipine, I've had fatigue.","[(18, 25, 'DRUG'), (36, 43, 'ADE')]",english
"After using Ketoanalogues + Essential Amino Acids, I started to feel constipation.","[(12, 49, 'DRUG'), (69, 81, 'ADE')]",english
Lisinopril dihydrate made me feel shortness of breath for hours.,"[(0, 20, 'DRUG'), (34, 53, 'ADE')]",english
My mom felt dry mouth after taking Oxytetracycline (Vet.).,"[(35, 57, 'DRUG'), (12, 21, 'ADE')]",english
shortness of breath followed immediately after I took Multivitamins Plus Buclizine Hydrochloride.,"[(54, 96, 'DRUG'), (0, 19, 'ADE')]",english
"Glucosamine Sulfate + Scutellaria baicalensis (Baikal 
skullcap) Root Extract + Acacia catechu (Catechu) 
Heartwood Extract made me feel swelling for hours.","[(0, 125, 'DRUG'), (139, 147, 'ADE')]",english
Patients often report fever after taking Iopromide.,"[(41, 50, 'DRUG'), (22, 27, 'ADE')]",english
Patients often report dry mouth after taking Palonosetron (As Hydrochloride).,"[(45, 76, 'DRUG'), (22, 31, 'ADE')]",english
"After using Ginkgo Biloba EGb 761, I started to feel palpitations.","[(12, 33, 'DRUG'), (53, 65, 'ADE')]",english
I noticed fever symptoms after my dose of Cyclosporine.,"[(42, 54, 'DRUG'), (10, 15, 'ADE')]",english
headache followed immediately after I took Atorvastatin Calcium + Amlodipine (As Besilate).,"[(43, 90, 'DRUG'), (0, 8, 'ADE')]",english
My mom felt anxiety after taking Idarubicin hydrochloride.,"[(33, 57, 'DRUG'), (12, 19, 'ADE')]",english
Patients often report fever after taking Entecavir.,"[(41, 50, 'DRUG'), (22, 27, 'ADE')]",english
Obinutuzumab made me feel insomnia for hours.,"[(0, 12, 'DRUG'), (26, 34, 'ADE')]",english
She became muscle pain post-administration of Lopinavir + Ritonavir.,"[(46, 67, 'DRUG'), (11, 22, 'ADE')]",english
Patients often report chills after taking Sunitinib (as maleate).,"[(42, 64, 'DRUG'), (22, 28, 'ADE')]",english
"Ever since I took Calcium Carbonate (Vitamin D3), I've had chills.","[(18, 48, 'DRUG'), (59, 65, 'ADE')]",english
She became swelling post-administration of CLARITHROMYCIN.,"[(43, 57, 'DRUG'), (11, 19, 'ADE')]",english
I noticed blurred vision symptoms after my dose of Xylometazoline Hydrochloride.,"[(51, 79, 'DRUG'), (10, 24, 'ADE')]",english
nausea followed immediately after I took Fulclox.,"[(41, 48, 'DRUG'), (0, 6, 'ADE')]",english
"After using Glutamic Acid + Calcium + Thiamine Mononitrate + Cyanocobalamin, I started to feel blurred vision.","[(12, 75, 'DRUG'), (95, 109, 'ADE')]",english
Tramadol Hydrochloride made me feel palpitations for hours.,"[(0, 22, 'DRUG'), (36, 48, 'ADE')]",english
"After using Methylprednisolone Sodium Succinate, I started to feel muscle pain.","[(12, 47, 'DRUG'), (67, 78, 'ADE')]",english
"Ever since I took Omeprazole                    (As Sodium), I've had fatigue.","[(18, 59, 'DRUG'), (70, 77, 'ADE')]",english
Patients often report nausea after taking Calcium + Calcitriol + Zinc.,"[(42, 69, 'DRUG'), (22, 28, 'ADE')]",english
She became rash post-administration of Ascobic Acid + Zinc.,"[(39, 58, 'DRUG'), (11, 15, 'ADE')]",english
Darifenacin (As Hydrobromide) made me feel muscle pain for hours.,"[(0, 29, 'DRUG'), (43, 54, 'ADE')]",english
"After using Pyrantel (As Pamoate), I started to feel tremors.","[(12, 33, 'DRUG'), (53, 60, 'ADE')]",english
Purified Vero Cell Rabies Vaccine made me feel vomiting for hours.,"[(0, 33, 'DRUG'), (47, 55, 'ADE')]",english
